"Coordinate" "plate.name" "Time" "OD600" "Strain" "Condition" "Bio_Rep"
"C4" "A6" 2220 0.0746 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"C5" "A6" 2220 0.102 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"C6" "A6" 2220 0.0972 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"C7" "A6" 2220 0.1336 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"C8" "A6" 2220 0.0498 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"C9" "A6" 2220 0.0973 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"C10" "A6" 2220 0.0951 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"C11" "A6" 2220 0.1304 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"D2" "A6" 2220 0.0658 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"D3" "A6" 2220 0.0604 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"D4" "A6" 2220 0.0941 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"D5" "A6" 2220 0.0891 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"D6" "A6" 2220 0.0905 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"D7" "A6" 2220 0.1233 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"D8" "A6" 2220 0.1318 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"D9" "A6" 2220 0.1562 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"D10" "A6" 2220 0.0982 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"D11" "A6" 2220 0.1328 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"E2" "A6" 2220 0.089 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"E3" "A6" 2220 0.0741 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"E4" "A6" 2220 0.068 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"E5" "A6" 2220 0.1218 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"E6" "A6" 2220 0.117 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"E7" "A6" 2220 0.0938 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"E8" "A6" 2220 0.1238 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"E9" "A6" 2220 0.1443 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"E10" "A6" 2220 0.1622 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"E11" "A6" 2220 0.1334 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"F2" "A6" 2220 0.0938 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"F3" "A6" 2220 0.0696 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"F4" "A6" 2220 0.0834 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"F5" "A6" 2220 0.0583 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"F6" "A6" 2220 0.1125 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"F7" "A6" 2220 0.1543 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"F8" "A6" 2220 0.1277 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"F9" "A6" 2220 0.0808 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"F10" "A6" 2220 0.0965 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"F11" "A6" 2220 0.0559 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"G2" "A6" 2220 0.1243 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"G3" "A6" 2220 0.0942 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"G4" "A6" 2220 0.0674 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"G5" "A6" 2220 0.0906 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"G6" "A6" 2220 0.0951 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"G7" "A6" 2220 0.0716 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"G8" "A6" 2220 0.0734 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"G9" "A6" 2220 0.1374 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"G10" "A6" 2220 0.1522 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"G11" "A6" 2220 0.1511 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"B2" "A6" 2280 0.0221 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"B3" "A6" 2280 0.0749 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"B4" "A6" 2280 0.0131 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"B5" "A6" 2280 0.0305 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"B6" "A6" 2280 0.0846 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"B7" "A6" 2280 0.1228 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"B8" "A6" 2280 0.0231 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"B9" "A6" 2280 0.0793 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"B10" "A6" 2280 0.032 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"B11" "A6" 2280 0.0992 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"C2" "A6" 2280 0.0535 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"C3" "A6" 2280 0.078 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"C4" "A6" 2280 0.0761 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"C5" "A6" 2280 0.1032 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"C6" "A6" 2280 0.0983 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"C7" "A6" 2280 0.1346 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"C8" "A6" 2280 0.0502 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"C9" "A6" 2280 0.0972 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"C10" "A6" 2280 0.0959 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"C11" "A6" 2280 0.1305 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"D2" "A6" 2280 0.0662 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"D3" "A6" 2280 0.0601 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"D4" "A6" 2280 0.0941 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"D5" "A6" 2280 0.0895 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"D6" "A6" 2280 0.0903 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"D7" "A6" 2280 0.1232 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"D8" "A6" 2280 0.132 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"D9" "A6" 2280 0.1569 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"D10" "A6" 2280 0.0988 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"D11" "A6" 2280 0.1333 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"E2" "A6" 2280 0.0894 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"E3" "A6" 2280 0.0737 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"E4" "A6" 2280 0.0689 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"E5" "A6" 2280 0.1215 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"E6" "A6" 2280 0.1172 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"E7" "A6" 2280 0.094 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"E8" "A6" 2280 0.1237 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"E9" "A6" 2280 0.1444 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"E10" "A6" 2280 0.162 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"E11" "A6" 2280 0.1334 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"F2" "A6" 2280 0.0935 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"F3" "A6" 2280 0.0699 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"F4" "A6" 2280 0.084 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"F5" "A6" 2280 0.0576 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"F6" "A6" 2280 0.1125 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"F7" "A6" 2280 0.1543 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"F8" "A6" 2280 0.1277 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"F9" "A6" 2280 0.0798 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"F10" "A6" 2280 0.0965 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"F11" "A6" 2280 0.0555 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"G2" "A6" 2280 0.1248 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"G3" "A6" 2280 0.0949 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"G4" "A6" 2280 0.0678 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"G5" "A6" 2280 0.0901 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"G6" "A6" 2280 0.095 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"G7" "A6" 2280 0.0721 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"G8" "A6" 2280 0.0733 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"G9" "A6" 2280 0.1378 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"G10" "A6" 2280 0.1522 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"G11" "A6" 2280 0.1513 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"B2" "A6" 2340 0.0211 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"B3" "A6" 2340 0.0739 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"B4" "A6" 2340 0.0126 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"B5" "A6" 2340 0.0295 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"B6" "A6" 2340 0.0846 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"B7" "A6" 2340 0.1238 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"B8" "A6" 2340 0.0237 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"B9" "A6" 2340 0.0791 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"B10" "A6" 2340 0.0311 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"B11" "A6" 2340 0.0991 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"C2" "A6" 2340 0.0536 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"C3" "A6" 2340 0.0773 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"C4" "A6" 2340 0.0753 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"C5" "A6" 2340 0.102 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"C6" "A6" 2340 0.0975 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"C7" "A6" 2340 0.1339 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"C8" "A6" 2340 0.0496 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"C9" "A6" 2340 0.0974 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"C10" "A6" 2340 0.0955 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"C11" "A6" 2340 0.1308 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"D2" "A6" 2340 0.0669 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"D3" "A6" 2340 0.0602 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"D4" "A6" 2340 0.0944 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"D5" "A6" 2340 0.0891 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"D6" "A6" 2340 0.0905 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"D7" "A6" 2340 0.1239 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"D8" "A6" 2340 0.1319 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"D9" "A6" 2340 0.157 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"D10" "A6" 2340 0.0984 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"D11" "A6" 2340 0.1334 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"E2" "A6" 2340 0.0893 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"E3" "A6" 2340 0.0728 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"E4" "A6" 2340 0.0701 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"E5" "A6" 2340 0.1214 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"E6" "A6" 2340 0.1173 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"E7" "A6" 2340 0.0937 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"E8" "A6" 2340 0.1236 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"E9" "A6" 2340 0.1449 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"E10" "A6" 2340 0.1631 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"E11" "A6" 2340 0.1337 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"F2" "A6" 2340 0.0937 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"F3" "A6" 2340 0.0693 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"F4" "A6" 2340 0.0832 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"F5" "A6" 2340 0.0577 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"F6" "A6" 2340 0.1126 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"F7" "A6" 2340 0.1549 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"F8" "A6" 2340 0.1283 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"F9" "A6" 2340 0.08 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"F10" "A6" 2340 0.0965 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"F11" "A6" 2340 0.056 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"G2" "A6" 2340 0.125 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"G3" "A6" 2340 0.0951 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"G4" "A6" 2340 0.0679 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"G5" "A6" 2340 0.091 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"G6" "A6" 2340 0.095 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"G7" "A6" 2340 0.072 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"G8" "A6" 2340 0.0735 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"G9" "A6" 2340 0.1374 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"G10" "A6" 2340 0.1527 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"G11" "A6" 2340 0.1516 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"B2" "A6" 2400 0.0223 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"B3" "A6" 2400 0.075 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"B4" "A6" 2400 0.013 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"B5" "A6" 2400 0.0308 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"B6" "A6" 2400 0.0844 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"B7" "A6" 2400 0.1225 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"B8" "A6" 2400 0.0235 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"B9" "A6" 2400 0.0787 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"B10" "A6" 2400 0.0318 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"B11" "A6" 2400 0.0996 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"C2" "A6" 2400 0.054 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"C3" "A6" 2400 0.0784 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"C4" "A6" 2400 0.077 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"C5" "A6" 2400 0.104 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"C6" "A6" 2400 0.0988 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"C7" "A6" 2400 0.1357 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"C8" "A6" 2400 0.0502 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"C9" "A6" 2400 0.0968 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"C10" "A6" 2400 0.0969 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"C11" "A6" 2400 0.1309 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"D2" "A6" 2400 0.067 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"D3" "A6" 2400 0.0607 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"D4" "A6" 2400 0.0945 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"D5" "A6" 2400 0.0899 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"D6" "A6" 2400 0.0906 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"D7" "A6" 2400 0.1236 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"D8" "A6" 2400 0.1322 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"D9" "A6" 2400 0.1582 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"D10" "A6" 2400 0.1003 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"D11" "A6" 2400 0.1336 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"E2" "A6" 2400 0.0911 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"E3" "A6" 2400 0.0744 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"E4" "A6" 2400 0.0705 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"E5" "A6" 2400 0.1217 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"E6" "A6" 2400 0.1175 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"E7" "A6" 2400 0.095 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"E8" "A6" 2400 0.1236 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"E9" "A6" 2400 0.1458 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"E10" "A6" 2400 0.1627 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"E11" "A6" 2400 0.1336 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"F2" "A6" 2400 0.0939 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"F3" "A6" 2400 0.071 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"F4" "A6" 2400 0.0847 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"F5" "A6" 2400 0.0573 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"F6" "A6" 2400 0.1126 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"F7" "A6" 2400 0.155 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"F8" "A6" 2400 0.128 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"F9" "A6" 2400 0.0784 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"F10" "A6" 2400 0.0967 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"F11" "A6" 2400 0.0553 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"G2" "A6" 2400 0.1253 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"G3" "A6" 2400 0.0957 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"G4" "A6" 2400 0.0681 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"G5" "A6" 2400 0.0898 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"G6" "A6" 2400 0.0951 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"G7" "A6" 2400 0.0719 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"G8" "A6" 2400 0.0735 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"G9" "A6" 2400 0.1386 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"G10" "A6" 2400 0.153 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"G11" "A6" 2400 0.1514 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"B2" "A6" 2460 0.0216 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"B3" "A6" 2460 0.0744 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"B4" "A6" 2460 0.0127 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"B5" "A6" 2460 0.0305 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"B6" "A6" 2460 0.0842 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"B7" "A6" 2460 0.1225 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"B8" "A6" 2460 0.0238 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"B9" "A6" 2460 0.0781 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"B10" "A6" 2460 0.0311 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"B11" "A6" 2460 0.0997 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"C2" "A6" 2460 0.0542 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"C3" "A6" 2460 0.0782 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"C4" "A6" 2460 0.0768 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"C5" "A6" 2460 0.1036 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"C6" "A6" 2460 0.0986 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"C7" "A6" 2460 0.1354 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"C8" "A6" 2460 0.0502 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"C9" "A6" 2460 0.097 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"C10" "A6" 2460 0.097 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"C11" "A6" 2460 0.1312 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"D2" "A6" 2460 0.0661 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"D3" "A6" 2460 0.0598 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"D4" "A6" 2460 0.0942 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"D5" "A6" 2460 0.0897 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"D6" "A6" 2460 0.0906 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"D7" "A6" 2460 0.1238 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"D8" "A6" 2460 0.1322 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"D9" "A6" 2460 0.1588 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"D10" "A6" 2460 0.0998 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"D11" "A6" 2460 0.1339 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"E2" "A6" 2460 0.0909 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"E3" "A6" 2460 0.0742 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"E4" "A6" 2460 0.0711 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"E5" "A6" 2460 0.1218 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"E6" "A6" 2460 0.1177 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"E7" "A6" 2460 0.0951 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"E8" "A6" 2460 0.1235 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"E9" "A6" 2460 0.1461 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"E10" "A6" 2460 0.1631 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"E11" "A6" 2460 0.1339 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"F2" "A6" 2460 0.0934 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"F3" "A6" 2460 0.0705 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"F4" "A6" 2460 0.0845 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"F5" "A6" 2460 0.0568 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"F6" "A6" 2460 0.1126 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"F7" "A6" 2460 0.1553 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"F8" "A6" 2460 0.128 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"F9" "A6" 2460 0.0783 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"F10" "A6" 2460 0.0963 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"F11" "A6" 2460 0.0551 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"G2" "A6" 2460 0.125 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"G3" "A6" 2460 0.0947 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"G4" "A6" 2460 0.068 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"G5" "A6" 2460 0.0898 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"G6" "A6" 2460 0.0947 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"G7" "A6" 2460 0.0712 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"G8" "A6" 2460 0.0736 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"G9" "A6" 2460 0.1372 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"G10" "A6" 2460 0.1532 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"G11" "A6" 2460 0.1518 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"B2" "A6" 2520 0.0208 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"B3" "A6" 2520 0.0736 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"B4" "A6" 2520 0.0124 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"B5" "A6" 2520 0.0295 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"B6" "A6" 2520 0.0848 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"B7" "A6" 2520 0.1244 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
"B8" "A6" 2520 0.0245 "sat4KO" "Base SynH+50 mM EMIMCl" "1"
"B9" "A6" 2520 0.0794 "trk1KO" "Base SynH+50 mM EMIMCl" "1"
"B10" "A6" 2520 0.0312 "trk2KO" "Base SynH+50 mM EMIMCl" "1"
"B11" "A6" 2520 0.0992 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"C2" "A6" 2520 0.0538 "BY4741" "Base SynH+50 mM EMIMCl" "1"
"C3" "A6" 2520 0.0771 "aly1KO" "Base SynH+50 mM EMIMCl" "1"
"C4" "A6" 2520 0.0759 "art10KO" "Base SynH+50 mM EMIMCl" "1"
"C5" "A6" 2520 0.1024 "hal5KO" "Base SynH+50 mM EMIMCl" "1"
"C6" "A6" 2520 0.0977 "ilt1KO" "Base SynH+50 mM EMIMCl" "1"
"C7" "A6" 2520 0.1347 "ldb19KO" "Base SynH+50 mM EMIMCl" "1"
